id,loan_amnt,int_rate,issue_d,purpose,addr_state
30575,13000,13.48%,4/1/10,debt_consolidation,CA
30576,6000,11.36%,4/1/10,medical,CA
30577,12000,14.96%,4/1/10,educational,NY
30578,7750,16.07%,4/1/10,debt_consolidation,CA
30579,10000,10.99%,4/1/10,debt_consolidation,AZ
30580,5000,9.88%,4/1/10,credit_card,FL
30581,6000,10.25%,4/1/10,credit_card,CA
30582,12250,11.36%,4/1/10,debt_consolidation,GA
30583,25000,10.25%,4/1/10,credit_card,SC
30584,12000,13.48%,4/1/10,credit_card,IL
30585,10000,10.62%,4/1/10,major_purchase,TX
30586,25000,12.73%,5/1/10,wedding,NY
30587,8000,11.36%,4/1/10,debt_consolidation,LA
30588,14000,9.88%,4/1/10,debt_consolidation,MA
30589,9250,11.36%,4/1/10,credit_card,SC
30590,3250,7.88%,4/1/10,other,FL
30591,7000,9.88%,4/1/10,home_improvement,NY
30592,5000,13.85%,4/1/10,debt_consolidation,FL
30593,3200,9.88%,4/1/10,debt_consolidation,MA
30594,7500,13.11%,4/1/10,debt_consolidation,CA
30595,5400,7.88%,4/1/10,debt_consolidation,MO
30596,11000,15.33%,4/1/10,debt_consolidation,CA
30597,5000,13.48%,4/1/10,debt_consolidation,MI
30598,8400,13.11%,4/1/10,other,PA
30599,3600,12.73%,4/1/10,major_purchase,MI
30600,10000,17.93%,4/1/10,debt_consolidation,NY
30601,14400,11.36%,5/1/10,debt_consolidation,SC
30602,5000,7.51%,4/1/10,other,PA
30603,25000,20.53%,4/1/10,debt_consolidation,PA
30604,11000,16.07%,4/1/10,credit_card,CA
30605,20000,15.33%,4/1/10,debt_consolidation,NJ
30606,8700,7.88%,4/1/10,credit_card,NY
30607,21000,16.45%,4/1/10,other,TX
30608,5000,7.51%,4/1/10,debt_consolidation,NV
30609,15000,10.62%,4/1/10,home_improvement,NJ
30610,5500,7.14%,4/1/10,debt_consolidation,CT
30611,4000,15.70%,4/1/10,debt_consolidation,CA
30612,15000,7.88%,4/1/10,debt_consolidation,VA
30613,12000,16.07%,5/1/10,debt_consolidation,MA
30614,25000,16.07%,4/1/10,debt_consolidation,NY
30615,1450,9.88%,4/1/10,small_business,GA
30616,20000,13.11%,4/1/10,debt_consolidation,CA
30617,6600,10.99%,4/1/10,debt_consolidation,FL
30618,12000,13.11%,4/1/10,other,MA
30619,5000,11.36%,4/1/10,credit_card,CA
30620,25000,10.62%,4/1/10,credit_card,FL
30621,12000,10.62%,4/1/10,debt_consolidation,OH
30622,5325,14.59%,4/1/10,moving,AL
30623,25000,10.62%,4/1/10,debt_consolidation,NJ
30624,3000,14.59%,4/1/10,other,NJ
30625,12300,7.88%,4/1/10,debt_consolidation,OH
30626,10500,7.51%,4/1/10,moving,NY
30627,9000,14.22%,4/1/10,home_improvement,KY
30628,4750,14.59%,4/1/10,small_business,FL
30629,10000,19.04%,4/1/10,debt_consolidation,FL
30630,15000,7.88%,4/1/10,debt_consolidation,MI
30631,4000,13.48%,4/1/10,wedding,VA
30632,19000,10.62%,4/1/10,debt_consolidation,NY
30633,8000,9.88%,4/1/10,credit_card,TX
30634,10000,10.62%,4/1/10,other,VA
30635,25000,10.62%,4/1/10,debt_consolidation,FL
30636,9000,10.99%,4/1/10,credit_card,CA
30637,17000,13.85%,4/1/10,debt_consolidation,NV
30638,8000,10.99%,4/1/10,debt_consolidation,TX
30639,5000,7.51%,4/1/10,other,GA
30640,10000,11.36%,4/1/10,educational,CA
30641,1925,10.99%,4/1/10,other,FL
30642,5000,14.22%,4/1/10,major_purchase,CA
30643,8000,11.36%,4/1/10,debt_consolidation,DE
30644,25000,10.99%,5/1/10,debt_consolidation,CT
30645,5200,13.48%,4/1/10,other,NY
30646,1500,10.62%,4/1/10,home_improvement,DE
30647,4200,7.14%,4/1/10,debt_consolidation,IL
30648,25000,14.96%,4/1/10,debt_consolidation,PA
30649,16000,14.22%,4/1/10,debt_consolidation,TX
30650,23500,11.36%,4/1/10,wedding,MD
30651,5000,13.48%,4/1/10,credit_card,OH
30652,15000,11.36%,4/1/10,other,CA
30653,14000,14.22%,4/1/10,debt_consolidation,CA
30654,20000,9.88%,4/1/10,debt_consolidation,PA
30655,10000,12.73%,4/1/10,wedding,GA
30656,16000,13.48%,4/1/10,debt_consolidation,OR
30657,10000,15.33%,4/1/10,debt_consolidation,NY
30658,24000,10.62%,4/1/10,credit_card,MA
30659,21000,11.36%,4/1/10,debt_consolidation,PA
30660,1500,13.48%,4/1/10,other,SC
30661,5000,9.88%,4/1/10,credit_card,VA
30662,1500,12.73%,4/1/10,other,PA
30663,12000,11.36%,4/1/10,debt_consolidation,SC
30664,11000,7.51%,4/1/10,other,IL
30665,4000,7.88%,4/1/10,vacation,CA
30666,4000,17.93%,4/1/10,major_purchase,IL
30667,11000,12.73%,4/1/10,debt_consolidation,VA
30668,8000,10.62%,4/1/10,major_purchase,FL
30669,8000,7.88%,4/1/10,medical,TX
30670,3500,10.25%,4/1/10,other,WI
30671,10000,13.85%,4/1/10,wedding,MA
30672,16750,9.88%,4/1/10,credit_card,IL
30673,3000,6.39%,4/1/10,other,CA
30674,12000,7.88%,4/1/10,debt_consolidation,GA
30675,4000,14.22%,4/1/10,other,TX
30676,13200,7.88%,4/1/10,wedding,PA
30677,9975,13.11%,4/1/10,medical,SC
30678,7000,18.30%,4/1/10,debt_consolidation,NY
30679,12000,14.96%,4/1/10,home_improvement,IL
30680,10000,13.11%,4/1/10,small_business,CA
30681,25000,12.73%,4/1/10,debt_consolidation,OR
30682,10000,14.59%,4/1/10,wedding,PA
30683,15000,12.73%,4/1/10,debt_consolidation,NY
30684,15000,9.88%,4/1/10,other,CA
30685,8200,13.11%,4/1/10,car,PA
30686,8000,16.07%,4/1/10,home_improvement,MO
30687,15000,13.85%,4/1/10,debt_consolidation,NJ
30688,12000,10.62%,4/1/10,debt_consolidation,CA
30689,10000,9.88%,4/1/10,major_purchase,OH
30690,5000,16.07%,4/1/10,debt_consolidation,AZ
30691,2100,6.39%,4/1/10,small_business,CA
30692,16000,13.11%,4/1/10,debt_consolidation,CA
30693,7500,14.59%,4/1/10,debt_consolidation,PA
30694,14500,7.51%,4/1/10,medical,OR
30695,10000,11.36%,4/1/10,debt_consolidation,NY
30696,15500,16.45%,4/1/10,credit_card,NM
30697,22750,11.36%,4/1/10,debt_consolidation,AL
30698,12000,10.25%,4/1/10,debt_consolidation,AL
30699,7000,7.51%,4/1/10,major_purchase,CA
30700,8000,16.45%,4/1/10,debt_consolidation,TX
30701,10000,17.93%,4/1/10,debt_consolidation,CT
30702,14000,14.59%,4/1/10,debt_consolidation,NJ
30703,2500,6.39%,4/1/10,major_purchase,GA
30704,25000,11.36%,4/1/10,debt_consolidation,MD
30705,8000,14.22%,4/1/10,debt_consolidation,NJ
30706,5000,7.51%,4/1/10,small_business,FL
30707,4750,10.62%,4/1/10,home_improvement,CA
30708,3000,15.33%,4/1/10,major_purchase,CT
30709,5600,10.25%,4/1/10,major_purchase,OK
30710,16800,13.11%,5/1/10,educational,SC
30711,4000,11.36%,4/1/10,debt_consolidation,SC
30712,7500,11.36%,4/1/10,other,OH
30713,25000,16.45%,4/1/10,other,OH
30714,25000,10.62%,4/1/10,home_improvement,WA
30715,7000,14.59%,4/1/10,major_purchase,NJ
30716,6400,9.88%,4/1/10,other,VA
30717,20000,13.11%,4/1/10,wedding,CA
30718,18000,10.62%,4/1/10,home_improvement,OH
30719,3200,7.14%,4/1/10,major_purchase,KY
30720,3600,9.88%,4/1/10,other,TX
30721,11500,14.22%,4/1/10,debt_consolidation,CA
30722,3000,14.22%,4/1/10,other,FL
30723,7000,7.51%,4/1/10,major_purchase,CT
30724,7000,7.51%,4/1/10,small_business,MA
30725,6000,7.14%,4/1/10,home_improvement,FL
30726,10000,14.22%,4/1/10,debt_consolidation,NJ
30727,15000,7.88%,4/1/10,major_purchase,OK
30728,5000,16.45%,4/1/10,home_improvement,VA
30729,6500,7.51%,4/1/10,debt_consolidation,PA
30730,7500,7.51%,4/1/10,debt_consolidation,NY
30731,12000,16.07%,4/1/10,debt_consolidation,TX
30732,20000,13.48%,4/1/10,major_purchase,MN
30733,13000,7.88%,4/1/10,debt_consolidation,NY
30734,5000,13.11%,4/1/10,debt_consolidation,NJ
30735,11000,7.51%,4/1/10,car,MD
30736,10000,9.88%,4/1/10,small_business,VT
30737,4000,16.45%,4/1/10,other,AZ
30738,5000,14.96%,4/1/10,debt_consolidation,NY
30739,12000,13.48%,4/1/10,major_purchase,CA
30740,3300,13.85%,4/1/10,major_purchase,NY
30741,4000,11.36%,4/1/10,debt_consolidation,AZ
30742,2400,11.36%,4/1/10,home_improvement,TX
30743,12000,11.36%,4/1/10,debt_consolidation,TX
30744,4800,7.14%,4/1/10,debt_consolidation,IL
30745,6725,10.62%,4/1/10,other,TX
30746,10000,14.22%,4/1/10,debt_consolidation,VA
30747,18000,13.11%,4/1/10,credit_card,MA
30748,17600,10.62%,4/1/10,debt_consolidation,CA
30749,7000,7.14%,4/1/10,other,PA
30750,12000,13.48%,5/1/10,debt_consolidation,FL
30751,9000,7.88%,4/1/10,credit_card,GA
30752,3000,10.25%,4/1/10,major_purchase,CA
30753,15000,10.25%,4/1/10,other,OK
30754,22250,14.59%,4/1/10,debt_consolidation,PA
30755,8000,12.73%,4/1/10,debt_consolidation,IL
30756,15000,13.85%,4/1/10,other,FL
30757,12000,10.99%,4/1/10,debt_consolidation,WI
30758,3200,14.59%,4/1/10,other,TX
30759,5600,13.48%,4/1/10,small_business,MT
30760,12000,13.48%,4/1/10,debt_consolidation,CA
30761,15000,12.73%,4/1/10,debt_consolidation,MA
30762,5000,7.51%,4/1/10,vacation,CA
30763,9000,10.25%,4/1/10,debt_consolidation,FL
30764,11500,15.70%,4/1/10,debt_consolidation,FL
30765,11000,13.11%,4/1/10,debt_consolidation,NJ
30766,14000,7.88%,4/1/10,debt_consolidation,TX
30767,2575,6.76%,4/1/10,educational,MA
30768,15000,9.88%,4/1/10,debt_consolidation,IL
30769,14500,9.88%,4/1/10,major_purchase,PA
30770,5500,10.25%,4/1/10,major_purchase,WV
30771,13000,7.88%,4/1/10,other,NY
30772,10800,14.96%,4/1/10,debt_consolidation,MD
30773,12000,7.88%,4/1/10,debt_consolidation,CA
30774,2500,7.51%,4/1/10,educational,MD
30775,11000,7.14%,4/1/10,medical,MI
30776,15000,10.62%,4/1/10,debt_consolidation,MI
30777,25000,12.73%,4/1/10,credit_card,IL
30778,14000,7.88%,4/1/10,debt_consolidation,NY
30779,12000,14.96%,4/1/10,debt_consolidation,FL
30780,14000,7.88%,4/1/10,debt_consolidation,TX
30781,25000,15.70%,4/1/10,debt_consolidation,CA
30782,20000,11.36%,4/1/10,home_improvement,MN
30783,5000,7.88%,4/1/10,other,OH
30784,21000,10.62%,4/1/10,credit_card,NH
30785,10000,12.73%,4/1/10,debt_consolidation,WA
30786,24000,14.96%,4/1/10,debt_consolidation,IL
30787,2400,6.39%,4/1/10,other,FL
30788,1600,9.88%,4/1/10,moving,PA
30789,8000,13.85%,4/1/10,debt_consolidation,MN
30790,20000,10.62%,4/1/10,debt_consolidation,CA
30791,21000,11.36%,4/1/10,house,CO
30792,6000,11.36%,4/1/10,debt_consolidation,VA
30793,25000,13.85%,4/1/10,credit_card,TX
30794,10000,7.14%,4/1/10,small_business,NY
30795,5000,15.33%,4/1/10,major_purchase,FL
30796,1200,12.73%,4/1/10,educational,VA
30797,8000,11.36%,4/1/10,credit_card,FL
30798,10000,14.59%,4/1/10,other,CA
30799,16000,16.45%,4/1/10,debt_consolidation,OH
30800,10000,7.51%,4/1/10,home_improvement,WA
30801,3500,14.22%,4/1/10,other,PA
30802,6000,10.62%,4/1/10,debt_consolidation,TX
30803,8000,13.11%,4/1/10,debt_consolidation,CA
30804,7000,9.88%,4/1/10,car,MO
30805,10475,7.88%,4/1/10,credit_card,TX
30806,7000,7.88%,4/1/10,other,CA
30807,8400,7.51%,4/1/10,credit_card,OK
30808,7000,15.70%,4/1/10,other,NV
30809,9000,13.85%,4/1/10,credit_card,MD
30810,7750,14.22%,4/1/10,debt_consolidation,NY
30811,7000,14.96%,4/1/10,debt_consolidation,MA
30812,4800,14.59%,4/1/10,home_improvement,PA
30813,3000,12.73%,4/1/10,major_purchase,WI
30814,5950,12.73%,4/1/10,credit_card,AZ
30815,10000,14.59%,4/1/10,debt_consolidation,CA
30816,13600,9.88%,4/1/10,debt_consolidation,OH
30817,5000,7.14%,4/1/10,other,PA
30818,7800,9.88%,4/1/10,debt_consolidation,GA
30819,10000,9.88%,4/1/10,debt_consolidation,CT
30820,25000,13.48%,4/1/10,educational,NJ
30821,7300,10.25%,4/1/10,credit_card,CA
30822,5600,13.85%,4/1/10,other,NY
30823,3500,7.51%,4/1/10,home_improvement,NJ
30824,21500,15.33%,4/1/10,debt_consolidation,CA
30825,5000,14.96%,4/1/10,major_purchase,TX
30826,10000,10.62%,4/1/10,other,PA
30827,17000,14.96%,4/1/10,debt_consolidation,MO
30828,15000,10.62%,4/1/10,debt_consolidation,MD
30829,7000,9.88%,4/1/10,major_purchase,NY
30830,3000,9.88%,4/1/10,credit_card,CA
30831,19200,10.99%,4/1/10,credit_card,NM
30832,2000,9.88%,4/1/10,other,OH
30833,14400,10.62%,4/1/10,credit_card,VA
30834,14000,15.70%,4/1/10,debt_consolidation,NY
30835,15000,14.96%,4/1/10,credit_card,CT
30836,25000,10.25%,4/1/10,debt_consolidation,NJ
30837,4500,14.59%,4/1/10,major_purchase,NY
30838,10000,13.48%,4/1/10,educational,AZ
30839,2000,13.48%,4/1/10,credit_card,CA
30840,4000,10.25%,4/1/10,other,FL
30841,20000,14.96%,4/1/10,debt_consolidation,NY
30842,2500,15.70%,4/1/10,other,AZ
30843,15000,11.36%,4/1/10,debt_consolidation,CA
30844,6150,7.88%,4/1/10,vacation,TX
30845,18000,13.48%,4/1/10,debt_consolidation,NY
30846,15000,10.25%,4/1/10,car,WY
30847,8500,10.62%,4/1/10,debt_consolidation,AL
30848,17500,14.22%,4/1/10,credit_card,IL
30849,18000,10.99%,4/1/10,debt_consolidation,NJ
30850,10000,7.14%,4/1/10,other,CA
30851,3000,10.25%,4/1/10,other,CA
30852,18000,17.19%,4/1/10,debt_consolidation,CO
30853,8950,10.99%,4/1/10,debt_consolidation,CA
30854,6000,13.48%,4/1/10,other,MO
30855,25000,19.79%,4/1/10,debt_consolidation,MI
30856,14000,13.11%,4/1/10,credit_card,MI
30857,1600,10.25%,4/1/10,small_business,GA
30858,4500,14.22%,4/1/10,other,CT
30859,3000,6.76%,4/1/10,debt_consolidation,GA
30860,10000,13.11%,4/1/10,wedding,FL
30861,7500,10.25%,4/1/10,debt_consolidation,UT
30862,7000,10.62%,4/1/10,other,FL
30863,5500,17.56%,4/1/10,other,TX
30864,16750,13.11%,4/1/10,debt_consolidation,FL
30865,3000,13.85%,4/1/10,other,CA
30866,4750,13.85%,4/1/10,debt_consolidation,CA
30867,6725,16.45%,4/1/10,home_improvement,CA
30868,6100,10.25%,4/1/10,debt_consolidation,UT
30869,14000,13.85%,4/1/10,small_business,TX
30870,5000,10.99%,4/1/10,home_improvement,IL
30871,1000,10.99%,4/1/10,medical,WA
30872,1500,7.88%,4/1/10,vacation,MA
30873,2000,10.99%,4/1/10,educational,NJ
30874,15000,13.48%,4/1/10,debt_consolidation,CA
30875,20000,10.62%,4/1/10,debt_consolidation,TX
30876,4000,13.11%,4/1/10,debt_consolidation,VA
30877,25000,10.99%,4/1/10,debt_consolidation,CA
30878,10000,7.14%,4/1/10,other,TX
30879,4000,10.99%,4/1/10,other,CA
30880,7500,15.33%,4/1/10,debt_consolidation,CO
30881,15250,7.88%,4/1/10,debt_consolidation,AK
30882,10000,14.22%,4/1/10,debt_consolidation,VA
30883,3500,7.51%,4/1/10,credit_card,MA
30884,6000,11.36%,4/1/10,debt_consolidation,OH
30885,20000,13.85%,4/1/10,debt_consolidation,CA
30886,5000,13.11%,4/1/10,credit_card,TX
30887,9600,10.62%,4/1/10,house,PA
30888,10000,10.62%,4/1/10,debt_consolidation,NY
30889,6000,7.88%,4/1/10,debt_consolidation,NY
30890,4800,7.88%,4/1/10,credit_card,NY
30891,1500,11.36%,4/1/10,debt_consolidation,CA
30892,9000,14.96%,4/1/10,debt_consolidation,NM
30893,5500,7.88%,4/1/10,debt_consolidation,VA
30894,24250,11.36%,4/1/10,debt_consolidation,CA
30895,17000,9.88%,4/1/10,credit_card,AZ
30896,8000,7.51%,4/1/10,debt_consolidation,NY
30897,4000,13.48%,4/1/10,major_purchase,AL
30898,10000,10.99%,4/1/10,major_purchase,CA
30899,12000,9.88%,4/1/10,credit_card,IL
30900,2500,7.14%,4/1/10,debt_consolidation,CA
30901,7200,14.96%,4/1/10,other,NY
30902,8600,13.11%,4/1/10,debt_consolidation,CA
30903,2000,14.96%,4/1/10,debt_consolidation,FL
30904,5000,14.59%,4/1/10,other,NJ
30905,5000,14.22%,4/1/10,other,NJ
30906,12000,13.48%,4/1/10,home_improvement,CA
30907,20000,10.62%,4/1/10,debt_consolidation,UT
30908,4575,7.51%,4/1/10,major_purchase,CA
30909,9600,13.11%,4/1/10,debt_consolidation,PA
30910,12000,7.51%,4/1/10,debt_consolidation,DC
30911,5000,10.62%,4/1/10,small_business,MI
30912,10000,14.59%,4/1/10,credit_card,NJ
30913,5000,7.88%,4/1/10,debt_consolidation,NY
30914,4800,11.36%,4/1/10,debt_consolidation,WA
30915,6300,7.51%,4/1/10,car,GA
30916,18000,9.88%,4/1/10,major_purchase,NJ
30917,18000,10.25%,4/1/10,medical,NM
30918,7500,10.25%,4/1/10,debt_consolidation,CA
30919,6250,13.85%,4/1/10,medical,GA
30920,8450,10.62%,4/1/10,debt_consolidation,FL
30921,14000,12.73%,4/1/10,credit_card,OH
30922,6250,13.48%,4/1/10,debt_consolidation,VA
30923,6000,7.51%,4/1/10,other,NH
30924,8000,7.51%,4/1/10,home_improvement,TX
30925,9500,14.22%,4/1/10,credit_card,MD
30926,6000,7.14%,4/1/10,debt_consolidation,CO
30927,7000,14.96%,4/1/10,major_purchase,MI
30928,6000,14.59%,4/1/10,debt_consolidation,FL
30929,19000,11.36%,4/1/10,debt_consolidation,GA
30930,3000,9.88%,4/1/10,house,TX
30931,12000,10.99%,4/1/10,car,NJ
30932,25000,10.99%,4/1/10,debt_consolidation,CA
30933,5500,10.25%,4/1/10,debt_consolidation,TX
30934,3000,10.99%,4/1/10,other,WA
30935,18000,12.73%,4/1/10,credit_card,OH
30936,7000,9.88%,4/1/10,debt_consolidation,CA
30937,10000,7.14%,4/1/10,debt_consolidation,NJ
30938,13000,10.62%,4/1/10,debt_consolidation,MA
30939,7000,13.85%,4/1/10,other,MN
30940,14000,7.88%,4/1/10,wedding,FL
30941,8400,14.59%,4/1/10,other,OH
30942,13000,7.88%,4/1/10,debt_consolidation,PA
30943,4800,10.25%,4/1/10,debt_consolidation,NY
30944,9000,7.14%,4/1/10,credit_card,CA
30945,14000,10.25%,4/1/10,credit_card,FL
30946,12000,13.85%,4/1/10,debt_consolidation,CO
30947,20000,11.36%,4/1/10,wedding,CA
30948,5000,13.85%,4/1/10,home_improvement,CO
30949,8000,10.99%,4/1/10,debt_consolidation,CA
30950,7500,13.48%,4/1/10,other,TX
30951,8000,11.36%,4/1/10,debt_consolidation,CA
30952,6000,7.14%,4/1/10,major_purchase,NV
30953,11000,10.62%,4/1/10,major_purchase,NV
30954,15000,10.62%,4/1/10,debt_consolidation,CA
30955,3000,13.48%,4/1/10,debt_consolidation,CA
30956,1500,10.25%,4/1/10,other,CO
30957,5000,14.96%,4/1/10,credit_card,CA
30958,2250,12.73%,4/1/10,other,MD
30959,10000,7.51%,4/1/10,debt_consolidation,FL
30960,6000,13.11%,4/1/10,debt_consolidation,AL
30961,16750,14.96%,4/1/10,debt_consolidation,MN
30962,8000,13.48%,4/1/10,debt_consolidation,NJ
30963,6600,13.85%,4/1/10,debt_consolidation,TX
30964,8575,7.51%,4/1/10,debt_consolidation,FL
30965,4800,7.14%,4/1/10,major_purchase,MO
30966,2500,14.59%,4/1/10,major_purchase,NJ
30967,17000,10.62%,4/1/10,credit_card,MN
30968,20000,10.62%,4/1/10,debt_consolidation,NY
30969,20000,13.11%,4/1/10,debt_consolidation,CA
30970,18250,17.56%,4/1/10,debt_consolidation,CA
30971,10000,10.99%,4/1/10,credit_card,OK
30972,20000,10.99%,4/1/10,debt_consolidation,PA
30973,2500,13.48%,4/1/10,debt_consolidation,AL
30974,25000,12.73%,4/1/10,debt_consolidation,MA
30975,15000,9.88%,4/1/10,debt_consolidation,MA
30976,15000,9.88%,4/1/10,debt_consolidation,PA
30977,8000,16.07%,4/1/10,other,VA
30978,18000,13.85%,4/1/10,debt_consolidation,VA
30979,8000,10.25%,4/1/10,debt_consolidation,TX
30980,7000,11.36%,4/1/10,other,FL
30981,10750,7.88%,4/1/10,home_improvement,OH
30982,8000,10.62%,4/1/10,debt_consolidation,AZ
30983,10000,10.25%,4/1/10,debt_consolidation,FL
30984,10000,9.88%,4/1/10,debt_consolidation,CA
30985,12000,12.73%,4/1/10,debt_consolidation,NY
30986,12000,10.62%,4/1/10,debt_consolidation,NY
30987,10400,7.51%,4/1/10,other,MN
30988,15000,16.07%,4/1/10,home_improvement,PA
30989,1300,12.73%,4/1/10,debt_consolidation,MD
30990,17500,13.85%,4/1/10,debt_consolidation,CA
30991,5500,14.22%,4/1/10,debt_consolidation,PA
30992,14000,13.85%,4/1/10,debt_consolidation,FL
30993,20000,13.48%,4/1/10,wedding,MA
30994,9000,10.62%,4/1/10,debt_consolidation,CO
30995,14000,13.11%,4/1/10,debt_consolidation,NY
30996,7500,13.11%,4/1/10,other,VA
30997,12000,11.36%,4/1/10,credit_card,MN
30998,8500,7.88%,4/1/10,other,NY
30999,16000,10.25%,4/1/10,debt_consolidation,MD
31000,5600,12.73%,4/1/10,major_purchase,NY
31001,8000,17.19%,4/1/10,home_improvement,FL
31002,10000,7.88%,4/1/10,debt_consolidation,NY
31003,12000,13.85%,4/1/10,debt_consolidation,MA
31004,25000,11.36%,4/1/10,small_business,TX
31005,12250,9.88%,4/1/10,home_improvement,VA
31006,8000,9.88%,4/1/10,other,MA
31007,25000,10.62%,4/1/10,debt_consolidation,CT
31008,2500,10.99%,4/1/10,other,GA
31009,8600,11.36%,4/1/10,debt_consolidation,MD
31010,6500,14.22%,4/1/10,debt_consolidation,FL
31011,12000,10.25%,4/1/10,debt_consolidation,VA
31012,11200,10.99%,4/1/10,credit_card,CA
31013,11000,13.11%,4/1/10,other,CO
31014,25000,10.62%,4/1/10,debt_consolidation,VA
31015,7500,9.88%,4/1/10,wedding,NY
31016,10000,14.59%,4/1/10,debt_consolidation,CA
31017,4600,14.96%,4/1/10,vacation,CA
31018,3600,7.88%,4/1/10,debt_consolidation,MO
31019,1000,10.62%,4/1/10,other,CA
31020,12000,7.88%,4/1/10,medical,PA
31021,4000,10.99%,4/1/10,other,TX
31022,6300,13.85%,4/1/10,other,CA
31023,25000,15.33%,4/1/10,credit_card,NY
31024,12200,11.36%,4/1/10,debt_consolidation,FL
31025,6000,13.48%,4/1/10,home_improvement,WA
31026,10000,10.62%,4/1/10,home_improvement,NY
31027,25000,10.62%,4/1/10,debt_consolidation,NV
31028,4000,10.99%,4/1/10,major_purchase,LA
31029,10000,10.99%,4/1/10,house,VA
31030,10000,13.48%,4/1/10,debt_consolidation,MN
31031,18000,18.30%,4/1/10,debt_consolidation,NY
31032,6200,7.88%,4/1/10,educational,CA
31033,3200,13.48%,4/1/10,other,CA
31034,20000,14.96%,4/1/10,major_purchase,CA
31035,5050,10.99%,4/1/10,credit_card,MA
31036,11500,7.88%,4/1/10,other,PA
31037,8000,7.88%,4/1/10,other,NJ
31038,14400,15.70%,4/1/10,debt_consolidation,NY
31039,3600,7.51%,4/1/10,educational,KY
31040,23500,14.96%,4/1/10,debt_consolidation,CA
31041,15000,12.73%,4/1/10,debt_consolidation,AZ
31042,7500,13.11%,4/1/10,major_purchase,IL
31043,25000,15.33%,4/1/10,credit_card,MA
31044,7500,10.25%,4/1/10,debt_consolidation,MI
31045,15000,12.73%,4/1/10,credit_card,CA
31046,24250,14.59%,4/1/10,debt_consolidation,MD
31047,5000,7.14%,4/1/10,other,CA
31048,6000,7.51%,4/1/10,home_improvement,TX
31049,2500,15.33%,4/1/10,major_purchase,OH
31050,6400,7.88%,4/1/10,credit_card,NY
31051,20000,10.62%,4/1/10,credit_card,GA
31052,16000,10.62%,4/1/10,debt_consolidation,NY
31053,15000,10.62%,4/1/10,debt_consolidation,NY
31054,16000,15.33%,4/1/10,medical,AK
31055,8000,7.14%,4/1/10,car,AZ
31056,15000,9.88%,4/1/10,debt_consolidation,MA
31057,5000,7.51%,4/1/10,other,FL
31058,9000,9.88%,4/1/10,home_improvement,AZ
31059,14000,10.62%,4/1/10,debt_consolidation,MD
31060,2500,13.11%,4/1/10,educational,CA
31061,5500,7.51%,4/1/10,debt_consolidation,FL
31062,25000,10.62%,4/1/10,other,TX
31063,12800,15.70%,4/1/10,other,NY
31064,18200,10.99%,4/1/10,debt_consolidation,CA
31065,24000,13.11%,4/1/10,educational,MA
31066,9000,14.59%,4/1/10,debt_consolidation,NY
31067,2500,7.51%,4/1/10,home_improvement,OH
31068,8000,7.51%,4/1/10,debt_consolidation,OH
31069,5000,10.99%,4/1/10,other,CA
31070,2000,14.59%,4/1/10,other,NV
31071,12000,17.56%,4/1/10,debt_consolidation,TX
31072,18250,12.73%,4/1/10,debt_consolidation,NY
31073,20000,11.36%,4/1/10,credit_card,NY
31074,7000,13.85%,4/1/10,debt_consolidation,FL
31075,4500,10.62%,4/1/10,debt_consolidation,OH
31076,10000,7.88%,4/1/10,debt_consolidation,MA
31077,10000,7.51%,4/1/10,credit_card,WA
31078,8200,11.36%,4/1/10,debt_consolidation,TX
31079,21600,10.62%,4/1/10,credit_card,NY
31080,7000,7.14%,4/1/10,home_improvement,OH
31081,15000,15.70%,4/1/10,credit_card,NY
31082,2500,13.11%,4/1/10,educational,CA
31083,10000,10.99%,4/1/10,debt_consolidation,CA
31084,9600,12.73%,4/1/10,other,PA
31085,10000,13.48%,4/1/10,other,IL
31086,7750,13.85%,4/1/10,debt_consolidation,WA
31087,3200,7.88%,4/1/10,major_purchase,CA
31088,10000,13.48%,4/1/10,other,PA
31089,14725,19.41%,4/1/10,major_purchase,VA
31090,19400,13.11%,4/1/10,debt_consolidation,VA
31091,6400,7.14%,4/1/10,home_improvement,TX
31092,10000,11.36%,4/1/10,debt_consolidation,NY
31093,15000,10.99%,4/1/10,other,MO
31094,17500,14.59%,4/1/10,debt_consolidation,CA
31095,16000,13.85%,4/1/10,debt_consolidation,IL
31096,18000,10.99%,4/1/10,debt_consolidation,AZ
31097,16250,10.99%,4/1/10,major_purchase,GA
31098,14500,7.88%,4/1/10,debt_consolidation,CA
31099,10000,15.33%,4/1/10,credit_card,NJ
31100,13000,10.25%,4/1/10,debt_consolidation,NY
31101,8800,14.59%,4/1/10,major_purchase,MA
31102,6500,7.14%,4/1/10,other,CA
31103,5500,7.51%,4/1/10,other,AL
31104,5000,7.14%,4/1/10,debt_consolidation,OR
31105,10000,13.48%,4/1/10,educational,FL
31106,7000,7.88%,4/1/10,major_purchase,IL
31107,10000,7.14%,4/1/10,debt_consolidation,OK
31108,12000,7.88%,4/1/10,debt_consolidation,CA
31109,6500,7.88%,4/1/10,other,WY
31110,1000,7.51%,4/1/10,debt_consolidation,AR
31111,10000,11.36%,4/1/10,credit_card,MA
31112,25000,17.93%,4/1/10,debt_consolidation,TX
31113,20000,11.36%,4/1/10,home_improvement,FL
31114,19000,10.62%,4/1/10,educational,CA
